  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  2.9800e-12           41.03485509            0.00000000       12237.41777979         -702.08403676        11535.33374303 
  2.9820e-12           41.04063278            0.00000000       12239.14080350         -705.53026452        11533.61053898 
  2.9840e-12           41.04647513            0.00000000       12240.88311129         -709.01500170        11531.86810958 
  2.9860e-12           41.05236214      3848756.35132947       12242.63873617         -712.52636601        11530.11237016 
  2.9880e-12           41.05827479            0.00000000       12244.40200600         -716.05305320        11528.34895281 
  2.9900e-12           41.06419340      2428643.12157598       12246.16705258         -719.58335453        11526.58369805 
  2.9920e-12           41.07009770            0.00000000       12247.92783577         -723.10520569        11524.82263008 
  2.9940e-12           41.07596610            0.00000000       12249.67790946         -726.60572030        11523.07218916 
  2.9960e-12           41.08177563            0.00000000       12251.41042661         -730.07120197        11521.33922464 
  2.9980e-12           41.08750197            0.00000000       12253.11813715         -733.48714221        11519.63099494 
  3.0000e-12           41.09311966            0.00000000       12254.79344681         -736.83833995        11517.95510686 
  3.0020e-12           41.09860239            0.00000000       12256.42850721         -740.10908331        11516.31942390 
  3.0040e-12           41.10392336            0.00000000       12258.01532601         -743.28337110        11514.73195491 
  3.0060e-12           41.10905568            0.00000000       12259.54588824         -746.34515636        11513.20073188 
  3.0080e-12           41.11397284            0.00000000       12261.01228210         -749.27859863        11511.73368347 
  3.0100e-12           41.11864906            0.00000000       12262.40682488         -752.06831607        11510.33850881 
  3.0120e-12           41.12305976            0.00000000       12263.72218564         -754.69963111        11509.02255453 
  3.0140e-12           41.12718195            0.00000000       12264.95150311         -757.15880628        11507.79269683 
  3.0160e-12           41.13099455      4036061.28406737       12266.08849772         -759.43326833        11506.65522940 
  3.0180e-12           41.13449571            0.00000000       12267.13261441         -761.52189350        11505.61072091 
  3.0200e-12           41.13765176            0.00000000       12268.07381331         -763.40458953        11504.66922378 
  3.0220e-12           41.14044956            0.00000000       12268.90817364         -765.07350273        11503.83467090 
  3.0240e-12           41.14287922            0.00000000       12269.63274539         -766.52272156        11503.11002383 
  3.0260e-12           41.14493437            0.00000000       12270.24563253         -767.74844299        11502.49718954 
  3.0280e-12           41.14661245      1307158.07962302       12270.74607007         -768.74912691        11501.99694315 
  3.0300e-12           41.14791533            0.00000000       12271.13461404         -769.52587634        11501.60873770 
  3.0320e-12           41.14884828            0.00000000       12271.41284033         -770.08183560        11501.33100473 
  3.0340e-12           41.14942139            0.00000000       12271.58375163         -770.42300490        11501.16074673 
  3.0360e-12           41.14964918      3359761.68618769       12271.65168437         -770.55805512        11501.09362924 
  3.0380e-12           41.14955130      4054306.39868739       12271.62249527         -770.49870188        11501.12379339 
  3.0400e-12           41.14915056            0.00000000       12271.50298466         -770.25855309        11501.24443157 
  3.0420e-12           41.14847448            0.00000000       12271.30136525         -769.85404756        11501.44731769 
  3.0440e-12           41.14755440      2627975.55813244       12271.02697778         -769.30388676        11501.72309101 
  3.0460e-12           41.14642592            0.00000000       12270.69044241         -768.62933799        11502.06110442 
  3.0480e-12           41.14512506            0.00000000       12270.30249890         -767.85191429        11502.45058461 
  3.0500e-12           41.14369049            0.00000000       12269.87468296         -766.99472616        11502.87995680 
  3.0520e-12           41.14216153      1374795.44766948       12269.41871597         -766.08125927        11503.33745670 
  3.0540e-12           41.14057730            0.00000000       12268.94626756         -765.13489722        11503.81137034 
  3.0560e-12           41.13897473            0.00000000       12268.46834893         -764.17770524        11504.29064369 
  3.0580e-12           41.13738835            0.00000000       12267.99525887         -763.23031920        11504.76493967 
  3.0600e-12           41.13584904            0.00000000       12267.53620390         -762.31118270        11505.22502119 
  3.0620e-12           41.13438321            0.00000000       12267.09906554         -761.43607907        11505.66298647 
  3.0640e-12           41.13301234            0.00000000       12266.69024356         -760.61781589        11506.07242767 
  3.0660e-12           41.13175268            0.00000000       12266.31458863         -759.86608949        11506.44849914 
  3.0680e-12           41.13061541            0.00000000       12265.97543064         -759.18754182        11506.78788882 
  3.0700e-12           41.12960699            0.00000000       12265.67470066         -758.58600579        11507.08869487 
  3.0720e-12           41.12872991            0.00000000       12265.41313628         -758.06291834        11507.35021794 
